PR ID,Title,Description,State,Created At,Closed At,Merged At,Labels,Base Branch,Head Branch,Files Changed,Lines Added,Lines Deleted,Commits,Comments,Review Comments,Reviewers,Review States,Draft Status,Linked Issues
146525,[dynamo] improved graph break messages for some common graph break sites,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146525



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T21:47:17Z,,,"module: dynamo, ciflow/inductor, release notes: dynamo, module: compile ux",gh/williamwen42/205/base,gh/williamwen42/205/head,14,517,76,2,1,0,"zou3519, zou3519, zou3519, zou3519, zou3519, zou3519, jansel, bobrenjc93","COMMENTED, COMMENTED, COMMENTED, COMMENTED, COMMENTED, COMMENTED, COMMENTED, COMMENTED",False,https://api.github.com/repos/pytorch/pytorch/issues/146525
146520,CUDA CachingHostAllocator tracks registrations to call correct free,"Users may change the allocator config at will. torch unit tests do this. However, allocations using cudaHostRegister should use corresonding cudaHostUnregister and similarly for cudaHostAlloc / cudaFreeHost.",open,2025-02-05T21:19:31Z,,,"triaged, open source, topic: not user facing",main,cuda_host_allocator_free,1,15,6,1,2,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146520
146514,[DTensor][Test] Create a simple unit test for tensordot,"Fixes #ISSUE_NUMBER

The dims and shape of the tensors are from a specific Shampoo use case. We want to create a unit test for it to make sure there are no regressions for this.

cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @fduwjj @wconstab @d4l3k @c-p-i-o",open,2025-02-05T19:35:29Z,,,"oncall: distributed, Merged, Reverted, ciflow/trunk, topic: not user facing, merging, ci-no-td",main,tensordot,1,23,0,2,13,1,tianyu-l,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146514
146513,[dynamo] check for incompatible configs,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146513

internal: https://fb.workplace.com/groups/1075192433118967/permalink/1599802033991335/

Assuming flags don't change during compilation, we shouldn't allow incompatible configs to be set at torch.compile wrap time.

Not in this PR: For flags that need to change during compilation, we'd have to be strict about where they can be used in the compile lifecycle

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @desertfire @chauhang @aakhundov",open,2025-02-05T19:09:40Z,,,"Merged, Reverted, ciflow/trunk, module: inductor, module: dynamo, ciflow/inductor, release notes: dynamo, merging, ci-no-td",gh/xmfan/172/base,gh/xmfan/172/head,3,31,0,4,13,0,williamwen42,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146513
146512,Fix `DispatchStub.cpp` compilation for gcc 14,"Otherwise I get the following error:

```bash

.../intel-xpu-backend-for-triton/pytorch/aten/src/ATen/native/DispatchStub.cpp:152:18: error: no matching function for call to ‘find(std::array<c10::DeviceType, 7>::const_iterator, std::array<c10::DeviceType, 7>::const_iterator, const c10::DeviceType&)’
  152 |     if (std::find(supported_devices.begin(), supported_devices.end(), device_type) == supported_devices.end()) {
      |         ~~~~~~~~~^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
In file included from /usr/include/c++/14/bits/locale_facets.h:48,
                 from /usr/include/c++/14/bits/basic_ios.h:37,
                 from /usr/include/c++/14/ios:46,
                 from /usr/include/c++/14/ostream:40,
                 from .../intel-xpu-backend-for-triton/pytorch/c10/core/DeviceType.h:13,
                 from .../intel-xpu-backend-for-triton/pytorch/aten/src/ATen/native/DispatchStub.h:3,
                 from .../intel-xpu-backend-for-triton/pytorch/aten/src/ATen/native/DispatchStub.cpp:2:
/usr/include/c++/14/bits/streambuf_iterator.h:435:5: note: candidate: ‘template<class _CharT2> typename __gnu_cxx::__enable_if<std::__is_char<_CharT2>::__value, std::istreambuf_iterator<_CharT, std::char_traits<_CharT> > >::__type std::find(istreambuf_iterator<_CharT, char_traits<_CharT> >, istreambuf_iterator<_CharT, char_traits<_CharT> >, const _CharT2&)’
  435 |     find(istreambuf_iterator<_CharT> __first,
      |     ^~~~
/usr/include/c++/14/bits/streambuf_iterator.h:435:5: note:   template argument deduction/substitution failed:
.../intel-xpu-backend-for-triton/pytorch/aten/src/ATen/native/DispatchStub.cpp:152:18: note:   mismatched types ‘std::istreambuf_iterator<_CharT, std::char_traits<_CharT> >’ and ‘const std::array<c10::DeviceType, 7>::value_type*’ {aka ‘const c10::DeviceType*’}
  152 |     if (std::find(supported_devices.begin(), supported_devices.end(), device_type) == supported_devices.end()) {
      |         ~~~~~~~~~^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
```
",open,2025-02-05T18:51:17Z,,,"triaged, open source, module: dispatch, topic: not user facing",main,patch-2,1,1,0,1,3,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146512
146510,[ONNX] Bump torchlib opset to 22,"Fixes #ISSUE_NUMBER
",open,2025-02-05T18:47:25Z,,,"open source, release notes: onnx",main,justinchu/torchlib-opset22,30,20652,436,30,1,0,,,True,https://api.github.com/repos/pytorch/pytorch/issues/146510
146509,[BE][CI][Easy] bump `ruff` to 0.9.0: long statements in docstrings,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #145606
* #144546
* #144569
* #145148
* __->__ #146509



cc @ezyang @SherlockNoMad @EikanWang @jgong5 @wenzhe-nrv",open,2025-02-05T18:43:13Z,,,"open source, ciflow/trunk, release notes: onnx, topic: not user facing, fx",gh/XuehaiPan/240/base,gh/XuehaiPan/240/head,4,26,6,4,4,0,justinchuby,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146509
146506,Support contextlib.ExitStack,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146506
* #146505
* #146503
* #146502
* #146501
* #146500
* #146504
* #146499
* #146498
* #146497
* #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:22:12Z,,,"open source, module: dynamo, ciflow/inductor",gh/guilhermeleobas/107/base,gh/guilhermeleobas/107/head,2,621,9,5,2,0,guilhermeleobas,COMMENTED,True,https://api.github.com/repos/pytorch/pytorch/issues/146506
146505,Allow setting attribute to NestedUserFunctionVariable,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* __->__ #146505
* #146503
* #146502
* #146501
* #146500
* #146504
* #146499
* #146498
* #146497
* #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:22:05Z,,,"open source, module: dynamo, ciflow/inductor",gh/guilhermeleobas/106/base,gh/guilhermeleobas/106/head,2,21,1,5,2,0,anijain2305,COMMENTED,True,https://api.github.com/repos/pytorch/pytorch/issues/146505
146504,Introduce `UserDefinedExceptionClassVariable`,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* #146501
* #146500
* __->__ #146504
* #146499
* #146498
* #146497
* #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:21:58Z,,,"open source, module: dynamo, ciflow/inductor",gh/guilhermeleobas/105/base,gh/guilhermeleobas/105/head,5,45,5,5,2,0,,,True,https://api.github.com/repos/pytorch/pytorch/issues/146504
146503,Create new dynamo ObservedExceptions at runtime,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* __->__ #146503
* #146502
* #146501
* #146500
* #146504
* #146499
* #146498
* #146497
* #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:21:52Z,,,"open source, module: dynamo, ciflow/inductor",gh/guilhermeleobas/104/base,gh/guilhermeleobas/104/head,3,18,1,5,2,0,,,True,https://api.github.com/repos/pytorch/pytorch/issues/146503
146502,Correctly propagate exception to parent tx,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* __->__ #146502
* #146501
* #146500
* #146504
* #146499
* #146498
* #146497
* #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:21:46Z,,,"open source, module: dynamo, ciflow/inductor",gh/guilhermeleobas/103/base,gh/guilhermeleobas/103/head,2,92,3,5,2,0,anijain2305,APPROVED,True,https://api.github.com/repos/pytorch/pytorch/issues/146502
146501,Update CPython tests for ctx manager to use unittest,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* __->__ #146501
* #146500
* #146504
* #146499
* #146498
* #146497
* #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:21:40Z,,,"open source, topic: not user facing, module: dynamo, ciflow/inductor",gh/guilhermeleobas/102/base,gh/guilhermeleobas/102/head,1,206,211,5,1,0,,,True,https://api.github.com/repos/pytorch/pytorch/issues/146501
146500,Allow trace through unittest,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* #146501
* __->__ #146500
* #146504
* #146499
* #146498
* #146497
* #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:21:34Z,,,"open source, module: dynamo, ciflow/inductor, release notes: dynamo",gh/guilhermeleobas/101/base,gh/guilhermeleobas/101/head,6,623,14,5,1,0,,,True,https://api.github.com/repos/pytorch/pytorch/issues/146500
146499,Add `__context/cause/suppress_context/traceback__` to Exception,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* #146501
* #146500
* #146504
* __->__ #146499
* #146498
* #146497
* #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:21:27Z,,,"open source, module: dynamo, ciflow/inductor, release notes: dynamo",gh/guilhermeleobas/100/base,gh/guilhermeleobas/100/head,5,361,13,5,1,0,"guilhermeleobas, guilhermeleobas","COMMENTED, COMMENTED",False,https://api.github.com/repos/pytorch/pytorch/issues/146499
146498,Add `sys.exc_info` and `sys.exception`,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* #146501
* #146500
* #146504
* #146499
* __->__ #146498
* #146497
* #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:21:20Z,,,"open source, module: dynamo, ciflow/inductor, release notes: dynamo",gh/guilhermeleobas/99/base,gh/guilhermeleobas/99/head,3,162,0,5,1,1,"guilhermeleobas, anijain2305","COMMENTED, APPROVED",False,https://api.github.com/repos/pytorch/pytorch/issues/146498
146497,Propagate `AttributeError` to user code in user_defined.py,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* #146501
* #146500
* #146504
* #146499
* #146498
* __->__ #146497
* #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:21:13Z,,,"open source, topic: not user facing, module: dynamo, ciflow/inductor",gh/guilhermeleobas/98/base,gh/guilhermeleobas/98/head,3,38,1,5,1,1,"anijain2305, anijain2305","COMMENTED, CHANGES_REQUESTED",False,https://api.github.com/repos/pytorch/pytorch/issues/146497
146496,Handle `is`/`is not`,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* #146501
* #146500
* #146504
* #146499
* #146498
* #146497
* __->__ #146496
* #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:21:06Z,,,"open source, module: dynamo, ciflow/inductor, release notes: dynamo",gh/guilhermeleobas/97/base,gh/guilhermeleobas/97/head,2,26,0,4,1,1,"anijain2305, anijain2305","COMMENTED, CHANGES_REQUESTED",False,https://api.github.com/repos/pytorch/pytorch/issues/146496
146495,Fix round(...) with constants,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* #146501
* #146500
* #146504
* #146499
* #146498
* #146497
* #146496
* #146493
* #146492
* #146491
* __->__ #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:20:59Z,,,"open source, ciflow/trunk, module: dynamo, ciflow/inductor, release notes: dynamo, merging",gh/guilhermeleobas/96/base,gh/guilhermeleobas/96/head,2,10,1,4,6,0,anijain2305,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146495
146494,Fix STOPITERATION_ERROR opcode,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146504
* #146503
* #146502
* #146501
* #146500
* #146499
* #146498
* #146497
* #146496
* #146495
* __->__ #146494
* #146493
* #146492
* #146491



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:20:54Z,,,"open source, module: dynamo, ciflow/inductor, release notes: dynamo",gh/guilhermeleobas/95/base,gh/guilhermeleobas/95/head,1,5,4,2,1,1,"anijain2305, anijain2305","COMMENTED, CHANGES_REQUESTED",False,https://api.github.com/repos/pytorch/pytorch/issues/146494
146493,Add `RAISE_VARARGS 0`,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* #146501
* #146500
* #146504
* #146499
* #146498
* #146497
* #146496
* __->__ #146493
* #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:20:47Z,,,"open source, module: dynamo, ciflow/inductor, release notes: dynamo",gh/guilhermeleobas/94/base,gh/guilhermeleobas/94/head,2,27,1,4,1,0,"zou3519, guilhermeleobas","COMMENTED, COMMENTED",False,https://api.github.com/repos/pytorch/pytorch/issues/146493
146492,Add `WITH_EXCEPT_START` opcode,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* #146501
* #146500
* #146504
* #146499
* #146498
* #146497
* #146496
* #146493
* __->__ #146492
* #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:20:40Z,,,"open source, module: dynamo, ciflow/inductor, release notes: dynamo",gh/guilhermeleobas/93/base,gh/guilhermeleobas/93/head,2,46,0,4,1,1,"zou3519, anijain2305","COMMENTED, APPROVED",False,https://api.github.com/repos/pytorch/pytorch/issues/146492
146491,Add `make_dynamo_test`,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146506
* #146505
* #146503
* #146502
* #146501
* #146500
* #146504
* #146499
* #146498
* #146497
* #146496
* #146493
* #146492
* __->__ #146491
* #146495



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-05T17:20:34Z,,,"open source, topic: not user facing, module: dynamo, ciflow/inductor",gh/guilhermeleobas/92/base,gh/guilhermeleobas/92/head,1,45,0,4,1,0,"zou3519, anijain2305, Skylion007, zou3519","APPROVED, APPROVED, COMMENTED, COMMENTED",False,https://api.github.com/repos/pytorch/pytorch/issues/146491
146490,[export] Serialize special values of float into strings for json.,"Summary: Currently inf is serialized as Infinity in JSON which is not standard compliant. Instead we will tweak all special floating points into strings and handle them at json layer.

Test Plan:
see D69060784
CI

Differential Revision: D69186425


",open,2025-02-05T16:36:50Z,,,"fb-exported, ciflow/trunk, ciflow/inductor, release notes: export",main,export-D69186425,6,133,53,3,2,0,yiming0416,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146490
146489,Update code_template.py re.compile() is directly applied to the regex…,"… string inside the class variable

re.compile() is directly applied to the regex string inside the class variable

Regular expressions are very expensive computationally. So, this avoids any redundant compilation.
Fixes #ISSUE_NUMBER
",open,2025-02-05T16:23:56Z,,,"open source, topic: not user facing",main,patch-1,1,3,2,1,2,0,mikaylagawarecki,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146489
146485,Update quantile doc,"Fixes #146156
",open,2025-02-05T15:33:15Z,,,"triaged, open source, release notes: python_frontend",main,patch-1,1,3,3,1,2,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146485
146482,Update addr doc,"Fixes https://github.com/pytorch/pytorch/issues/146399
",open,2025-02-05T13:29:04Z,,,topic: not user facing,main,albanD-patch-1,1,1,1,1,1,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146482
146481,[WIP][Windows][Inductor] Enable Inductor UT on XPU Windows.,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146481



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @desertfire @chauhang @aakhundov",open,2025-02-05T13:22:21Z,,,"open source, topic: not user facing, module: inductor, module: dynamo, ciflow/inductor, keep-going, ciflow/xpu",gh/etaf/96/base,gh/etaf/96/head,9,21,17,1,1,0,,,True,https://api.github.com/repos/pytorch/pytorch/issues/146481
146480,[Submodule]: Update KleidiAI submodule to v1.3.0,"Change-Id: I687255982c72ee7daca438a15b718f07298963cc


cc @jgong5 @mingfeima @XiaobingSuper @sanchitintel @ashokei @jingxu10 @malfet @snadampal @milpuz01",open,2025-02-05T12:54:37Z,,,"module: cpu, open source, module: arm, ciflow/trunk, topic: not user facing, merging",main,kleidiai_submodule_update,1,1,1,1,9,1,"digantdesai, malfet","APPROVED, APPROVED",False,https://api.github.com/repos/pytorch/pytorch/issues/146480
146478,[c10d] Add hccl distributed backend to c10d data structures," # MOTIVATION
Intel Gaudi is an out-of-tree PyTorch accelerator having its own device /dispatch key ```hpu``` .
With this change we add entries for Gaudi's distributed backend ```hccl``` to the c10d Backend data structures.
This is to ensure that there is no naming conflict in case a new in-tree accelerator is introduced with the same backend name.


The Out-of-tree backends are registered calling https://github.com/pytorch/pytorch/blob/fd0cd6a08f706b7bb1dedb296217b6441e4fb9ff/torch/distributed/distributed_c10d.py#L302

Successful registration adds the backend name to the list : 
https://github.com/pytorch/pytorch/blob/fd0cd6a08f706b7bb1dedb296217b6441e4fb9ff/torch/distributed/distributed_c10d.py#L265

We are binding the process group creator constructs at run-time so if there are other distributed backend with the same device name they can safely add the device type to the dictionary 

https://github.com/pytorch/pytorch/blob/fd0cd6a08f706b7bb1dedb296217b6441e4fb9ff/torch/distributed/distributed_c10d.py#L274

And add another entry to the dictionary with the same backend name ( but different device name )
https://github.com/pytorch/pytorch/blob/fd0cd6a08f706b7bb1dedb296217b6441e4fb9ff/torch/distributed/distributed_c10d.py#L268

In addition the out-of-tree devices can utilize the ```backend_list``` to check for successful backend registration  eg: APIs like ```is_hccl_available```
 


cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @c-p-i-o",open,2025-02-05T12:10:24Z,,,"oncall: distributed, triaged, open source, release notes: distributed (c10d)",main,c10d_add_hccl_to_backends,1,19,8,1,3,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146478
146477,Improve error handling when checking CUDA version in case nvcc is not found,"Fixes:
- https://github.com/pytorch/pytorch/issues/101138

**Description**
The PR enhances error handling in `_check_cuda_version` by verifying the existence of the `nvcc` executable before invoking `subprocess.check_output`. If `nvcc` is missing, a `FileNotFoundError` is raised with a clear message, guiding users to check their CUDA installation and path configuration.

**Testing**
Manually tested with and without `nvcc` present in the expected path.


cc @peterjc123 @mszhanyi @skyline75489 @nbcsm @iremyux @Blackhex",open,2025-02-05T12:09:22Z,,,"module: windows, triaged, open source, release notes: fx",main,pytorch-101138,1,4,1,1,1,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146477
146476,[Feat]: Improve KleidiAI 4 bit kernel performance,"Description:
1. New thread blocking accelerates GEMVs

Perf improvements:
12% speedup in LLM prefill phase and upto 16% speedup in autoregressive phase


Change-Id: Ie574ff8459fdb75701ae366158b4e118c70694e4


cc @jgong5 @mingfeima @XiaobingSuper @sanchitintel @ashokei @jingxu10 @malfet @snadampal @milpuz01",open,2025-02-05T11:50:00Z,,,"module: cpu, triaged, open source, module: arm, ciflow/trunk, topic: performance, release notes: intel, merging",main,kleidiai_threading_improvement,1,171,312,1,10,0,malfet,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146476
146475,fix: replace stderr with stdout for download messages in hub.py,"This PR addresses an issue where download logs in `hub.py` are sent to `stderr` instead of `stdout`. Hence, when running models with workers, these messages are incorrectly categorized as errors, leading to confusion. ",open,2025-02-05T10:29:29Z,,,"triaged, open source, ciflow/trunk, topic: not user facing, merging",main,main,1,2,2,1,12,0,mikaylagawarecki,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146475
146474,Fix torch.take_along_dim param type and default description,"## Changes

- Change type description to `LongTensor`, consistent with [`torch.take`](https://pytorch.org/docs/stable/generated/torch.take.html)
- Add `dim` param default value description

## Test Result

**Before**
![image](https://github.com/user-attachments/assets/720ce158-2bc1-48b5-a188-56fcc7188d96)

**After**
![image](https://github.com/user-attachments/assets/05fe20bd-9476-4b97-ac2b-9b161d6532a1)

",open,2025-02-05T10:01:46Z,,,"triaged, open source, ciflow/trunk, release notes: python_frontend, merging",main,opt/docs/take_along_dim,1,2,2,1,7,0,mikaylagawarecki,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146474
146473,[export] Fix logger handler,"Differential Revision: D69169179


",open,2025-02-05T08:28:27Z,,,"fb-exported, release notes: export",main,export-D69169179,1,2,0,1,2,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146473
146472,Refactoring pipeline parallelism test cases to be device agnostic [1/n],"In this series of PR we intend to refactor pipeline parallelism test cases to enable to be completely device agnostic.

These changes will include the following approaches to do the same :


- Allowing for multiple device types using instantiate_device_type_test
- Replacing calls to cuda stream with torch.get_device_module(device) wherever it applies

This should result in improvement in usability for all devices


For this PR we have shown support for the following devices:

- CPU (wherever applicable)
- CUDA
- HPU
- XPU

To add other device new users can simply append their device to the device list 

cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @c-p-i-o",open,2025-02-05T07:53:31Z,,,"oncall: distributed, triaged, open source, ciflow/trunk, topic: not user facing, merging, module: pipelining",main,AnantGulati_pipeline_refactoring,4,57,41,5,5,1,H-Huang,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146472
146467,Fix an issue where functional collectives don't force fx stride on inputs when compiled,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146467

Fixes https://github.com/pytorch/pytorch/issues/146416

Also added contiguity checks in the C++ functional collective ops to prevent striding issues introduced during compilation manifest as silent correctness issues.

cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @c-p-i-o @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @desertfire @chauhang @aakhundov",open,2025-02-05T03:54:36Z,,,"oncall: distributed, ciflow/trunk, release notes: distributed (c10d), module: inductor, ciflow/inductor, merging",gh/yifuwang/193/base,gh/yifuwang/193/head,4,105,27,5,8,1,"Chillee, lw, shunting314","APPROVED, APPROVED, APPROVED",False,https://api.github.com/repos/pytorch/pytorch/issues/146467
146466,Fix one_hot inconsistent errors after compile,"Fixes #146274

**Test Result**

```python
>>> import torch
>>> f = torch.nn.functional.one_hot
>>> a = torch.arange(0, 5) % 3  # [0,1,2,0,1]
>>> num_classes = 0
>>> torch.nn.functional.one_hot(a,num_classes)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
RuntimeError: Class values must be smaller than num_classes.

>>> torch.compile(torch.nn.functional.one_hot)(a,num_classes)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/home/zong/code/pytorch/torch/_dynamo/eval_frame.py"", line 570, in _fn
    return fn(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^
  File ""/home/zong/code/pytorch/torch/_dynamo/external_utils.py"", line 48, in inner
    return fn(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^
RuntimeError: Class values must be smaller than num_classes.

```

cc @bdhirsh",open,2025-02-05T02:47:27Z,,,"triaged, open source, topic: not user facing",main,fix/aten/one_hot,1,18,9,1,2,1,zou3519,COMMENTED,False,https://api.github.com/repos/pytorch/pytorch/issues/146466
146464,[symbolic shapes] Log id for each SymNode,"Fixes #ISSUE_NUMBER


cc @ezyang @SherlockNoMad @EikanWang @jgong5 @wenzhe-nrv",open,2025-02-05T01:32:37Z,,,"release notes: fx, fx, ciflow/inductor",main,angelayi/provenance_id,3,148,92,1,1,0,,,True,https://api.github.com/repos/pytorch/pytorch/issues/146464
